[17-Jun-2025 06:11:04 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[17-Jun-2025 06:11:04 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[17-Jun-2025 06:11:33 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[17-Jun-2025 06:11:33 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[17-Jun-2025 06:11:33 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[17-Jun-2025 06:39:00 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[17-Jun-2025 06:39:00 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[17-Jun-2025 06:39:00 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[17-Jun-2025 06:39:32 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[17-Jun-2025 06:39:32 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[17-Jun-2025 06:39:32 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[26-Aug-2025 07:16:06 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[26-Aug-2025 07:16:06 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[26-Aug-2025 07:16:06 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[30-Sep-2025 11:21:54 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[30-Sep-2025 11:21:54 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[30-Sep-2025 11:21:54 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[01-Oct-2025 10:23:25 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[01-Oct-2025 10:23:25 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[01-Oct-2025 10:23:25 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[31-Oct-2025 12:40:55 Europe/Berlin] PHP Warning:  Undefined array key "d1" in C:\xampp\www\starttool_japan\starthits.php on line 8
[31-Oct-2025 12:40:55 Europe/Berlin] PHP Deprecated:  base64_decode(): Passing null to parameter #1 ($string) of type string is deprecated in C:\xampp\www\starttool_japan\starthits.php on line 21
[31-Oct-2025 12:40:55 Europe/Berlin] PHP Warning:  Undefined array key 1 in C:\xampp\www\starttool_japan\starthits.php on line 26
[12-Nov-2025 08:25:24 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\starthits.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 08:25:27 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\getcat.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:24:46 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\starthits.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:24:52 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\getcat.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:25:34 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\starthits.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:25:35 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\getcat.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:26:56 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\starthits.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
[12-Nov-2025 09:26:58 Europe/Berlin] PHP Fatal error:  Uncaught Error: Call to undefined function mysqli_connect() in C:\xampp\www\starttool_japan\config.php:29
Stack trace:
#0 C:\xampp\www\starttool_japan\getcat.php(4): include_once()
#1 {main}
  thrown in C:\xampp\www\starttool_japan\config.php on line 29
